,expt_id,group_id,network_error_repeat,participant_id,participation_duration,response_correct,response_mode,response_name,response_rt,response_target,response_type,response_value,session_id,session_start_time,stimuli_presented,trial_duration,trial_num,trial_template,task,sub_id,exp,Correct,Shorter,Onset,Length
0,6345b7f49677d36bd07c5a10,EXP9a_JF,0,7d2de33f1c0e1235bff983d6b029de949199fc2bb2d69cf5074583daa421524c,2104.145861,False,keypress,EXP9a_testRsp_rv,235,[],choice-response,Add,655e73d1a60ad4b436a1357f,2023-11-22 16:34:02-05:00,ontime_speech4,3569,252,EXP9a_maintaskTrials_rv,maintaskTrials,7d2de,EXP9a,0,0,ontime,4
1,6345b7f49677d36bd07c5a10,EXP9a_JF,0,7d2de33f1c0e1235bff983d6b029de949199fc2bb2d69cf5074583daa421524c,2104.145861,False,keypress,EXP9a_testRsp_rv,269,[],choice-response,Add,655e73d1a60ad4b436a1357f,2023-11-22 16:34:02-05:00,ontime_speech1,2974,253,EXP9a_maintaskTrials_rv,maintaskTrials,7d2de,EXP9a,0,0,ontime,1
2,6345b7f49677d36bd07c5a10,EXP9a_JF,0,7d2de33f1c0e1235bff983d6b029de949199fc2bb2d69cf5074583daa421524c,2104.145861,False,keypress,EXP9a_testRsp_rv,506,[],choice-response,Add,655e73d1a60ad4b436a1357f,2023-11-22 16:34:02-05:00,early_speech3,3856,254,EXP9a_maintaskTrials_rv,maintaskTrials,7d2de,EXP9a,0,0,early,3
3,6345b7f49677d36bd07c5a10,EXP9a_JF,0,7d2de33f1c0e1235bff983d6b029de949199fc2bb2d69cf5074583daa421524c,2104.145861,False,keypress,EXP9a_testRsp_rv,1071,[],choice-response,Add,655e73d1a60ad4b436a1357f,2023-11-22 16:34:02-05:00,early_speech2,4332,255,EXP9a_maintaskTrials_rv,maintaskTrials,7d2de,EXP9a,0,0,early,2
4,6345b7f49677d36bd07c5a10,EXP9a_JF,0,7d2de33f1c0e1235bff983d6b029de949199fc2bb2d69cf5074583daa421524c,2104.145861,False,keypress,EXP9a_testRsp_rv,505,[],choice-response,Add,655e73d1a60ad4b436a1357f,2023-11-22 16:34:02-05:00,ontime_speech5,3612,256,EXP9a_maintaskTrials_rv,maintaskTrials,7d2de,EXP9a,0,0,ontime,5
5,6345b7f49677d36bd07c5a10,EXP9a_JF,0,7d2de33f1c0e1235bff983d6b029de949199fc2bb2d69cf5074583daa421524c,2104.145861,False,keypress,EXP9a_testRsp_rv,309,[],choice-response,Add,655e73d1a60ad4b436a1357f,2023-11-22 16:34:02-05:00,ontime_speech8,3157,257,EXP9a_maintaskTrials_rv,maintaskTrials,7d2de,EXP9a,0,0,ontime,8
6,6345b7f49677d36bd07c5a10,EXP9a_JF,0,7d2de33f1c0e1235bff983d6b029de949199fc2bb2d69cf5074583daa421524c,2104.145861,False,keypress,EXP9a_testRsp_rv,665,[],choice-response,Add,655e73d1a60ad4b436a1357f,2023-11-22 16:34:02-05:00,late_speech8,4314,258,EXP9a_maintaskTrials_rv,maintaskTrials,7d2de,EXP9a,0,0,late,8
7,6345b7f49677d36bd07c5a10,EXP9a_JF,0,7d2de33f1c0e1235bff983d6b029de949199fc2bb2d69cf5074583daa421524c,2104.145861,False,keypress,EXP9a_testRsp_rv,286,[],choice-response,At,655e73d1a60ad4b436a1357f,2023-11-22 16:34:02-05:00,early_speech1,3303,259,EXP9a_maintaskTrials_rv,maintaskTrials,7d2de,EXP9a,0,1,early,1
8,6345b7f49677d36bd07c5a10,EXP9a_JF,0,7d2de33f1c0e1235bff983d6b029de949199fc2bb2d69cf5074583daa421524c,2104.145861,False,keypress,EXP9a_testRsp_rv,805,[],choice-response,Add,655e73d1a60ad4b436a1357f,2023-11-22 16:34:02-05:00,late_speech7,4133,260,EXP9a_maintaskTrials_rv,maintaskTrials,7d2de,EXP9a,0,0,late,7
9,6345b7f49677d36bd07c5a10,EXP9a_JF,0,7d2de33f1c0e1235bff983d6b029de949199fc2bb2d69cf5074583daa421524c,2104.145861,False,keypress,EXP9a_testRsp_rv,1108,[],choice-response,Add,655e73d1a60ad4b436a1357f,2023-11-22 16:34:02-05:00,early_speech4,4192,261,EXP9a_maintaskTrials_rv,maintaskTrials,7d2de,EXP9a,0,0,early,4
