,expt_id,group_id,network_error_repeat,participant_id,participation_duration,response_correct,response_mode,response_name,response_rt,response_target,response_type,response_value,session_id,session_start_time,stimuli_presented,trial_duration,trial_num,trial_template,task,sub_id,exp,Correct,Shorter,Onset,Length
0,6345b7f49677d36bd07c5a10,EXP9b_JF,0,2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986,2352.241167,False,keypress,EXP9b_testRsp_rv,320,[],choice-response,Longer,655e73d1a60ad4b436a1357f,2023-11-22 16:34:02-05:00,early_tone1,4379,252,EXP9b_maintaskTrials_rv,maintaskTrials,2d2b4,EXP9b,0,0,early,1
1,6345b7f49677d36bd07c5a10,EXP9b_JF,0,2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986,2352.241167,False,keypress,EXP9b_testRsp_rv,242,[],choice-response,Longer,655e73d1a60ad4b436a1357f,2023-11-22 16:34:02-05:00,late_tone8,3827,253,EXP9b_maintaskTrials_rv,maintaskTrials,2d2b4,EXP9b,0,0,late,8
2,6345b7f49677d36bd07c5a10,EXP9b_JF,0,2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986,2352.241167,False,keypress,EXP9b_testRsp_rv,269,[],choice-response,Longer,655e73d1a60ad4b436a1357f,2023-11-22 16:34:02-05:00,early_tone8,3679,254,EXP9b_maintaskTrials_rv,maintaskTrials,2d2b4,EXP9b,0,0,early,8
3,6345b7f49677d36bd07c5a10,EXP9b_JF,0,2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986,2352.241167,False,keypress,EXP9b_testRsp_rv,305,[],choice-response,Shorter,655e73d1a60ad4b436a1357f,2023-11-22 16:34:02-05:00,ontime_tone2,3688,255,EXP9b_maintaskTrials_rv,maintaskTrials,2d2b4,EXP9b,0,1,ontime,2
4,6345b7f49677d36bd07c5a10,EXP9b_JF,0,2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986,2352.241167,False,keypress,EXP9b_testRsp_rv,369,[],choice-response,Longer,655e73d1a60ad4b436a1357f,2023-11-22 16:34:02-05:00,early_tone5,3746,256,EXP9b_maintaskTrials_rv,maintaskTrials,2d2b4,EXP9b,0,0,early,5
5,6345b7f49677d36bd07c5a10,EXP9b_JF,0,2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986,2352.241167,False,keypress,EXP9b_testRsp_rv,365,[],choice-response,Longer,655e73d1a60ad4b436a1357f,2023-11-22 16:34:02-05:00,ontime_tone6,3929,257,EXP9b_maintaskTrials_rv,maintaskTrials,2d2b4,EXP9b,0,0,ontime,6
6,6345b7f49677d36bd07c5a10,EXP9b_JF,0,2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986,2352.241167,False,keypress,EXP9b_testRsp_rv,956,[],choice-response,Longer,655e73d1a60ad4b436a1357f,2023-11-22 16:34:02-05:00,early_tone2,4090,258,EXP9b_maintaskTrials_rv,maintaskTrials,2d2b4,EXP9b,0,0,early,2
7,6345b7f49677d36bd07c5a10,EXP9b_JF,0,2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986,2352.241167,False,keypress,EXP9b_testRsp_rv,274,[],choice-response,Longer,655e73d1a60ad4b436a1357f,2023-11-22 16:34:02-05:00,early_tone4,3651,259,EXP9b_maintaskTrials_rv,maintaskTrials,2d2b4,EXP9b,0,0,early,4
8,6345b7f49677d36bd07c5a10,EXP9b_JF,0,2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986,2352.241167,False,keypress,EXP9b_testRsp_rv,281,[],choice-response,Longer,655e73d1a60ad4b436a1357f,2023-11-22 16:34:02-05:00,ontime_tone3,3978,260,EXP9b_maintaskTrials_rv,maintaskTrials,2d2b4,EXP9b,0,0,ontime,3
9,6345b7f49677d36bd07c5a10,EXP9b_JF,0,2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986,2352.241167,False,keypress,EXP9b_testRsp_rv,416,[],choice-response,Longer,655e73d1a60ad4b436a1357f,2023-11-22 16:34:02-05:00,early_tone6,3787,261,EXP9b_maintaskTrials_rv,maintaskTrials,2d2b4,EXP9b,0,0,early,6
