"","participant_id","sub_id","exp","Onset","Length","Shorter","Correct","rLength","fOnset","Explabel","fOnsetE"
"1","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","early",1,0,0,-1.52750812217853,"early","EXP9b","early"
"2","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","late",8,0,0,1.52750812217853,"late","EXP9b","late"
"3","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","early",8,0,0,1.52750812217853,"early","EXP9b","early"
"4","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","ontime",2,1,0,-1.09107723012752,"ontime","EXP9b","ontime"
"5","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","early",5,0,0,0.218215446025505,"early","EXP9b","early"
"6","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","ontime",6,0,0,0.654646338076514,"ontime","EXP9b","ontime"
"7","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","early",2,0,0,-1.09107723012752,"early","EXP9b","early"
"8","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","early",4,0,0,-0.218215446025505,"early","EXP9b","early"
"9","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","ontime",3,0,0,-0.654646338076514,"ontime","EXP9b","ontime"
"10","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","early",6,0,0,0.654646338076514,"early","EXP9b","early"
"11","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","ontime",4,0,0,-0.218215446025505,"ontime","EXP9b","ontime"
"12","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","ontime",1,0,0,-1.52750812217853,"ontime","EXP9b","ontime"
"13","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","late",5,0,0,0.218215446025505,"late","EXP9b","late"
"14","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","ontime",7,0,0,1.09107723012752,"ontime","EXP9b","ontime"
"15","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","late",3,1,0,-0.654646338076514,"late","EXP9b","late"
"16","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","late",2,1,0,-1.09107723012752,"late","EXP9b","late"
"17","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","ontime",8,0,0,1.52750812217853,"ontime","EXP9b","ontime"
"18","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","early",7,1,0,1.09107723012752,"early","EXP9b","early"
"19","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","late",1,1,0,-1.52750812217853,"late","EXP9b","late"
"20","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","ontime",5,0,0,0.218215446025505,"ontime","EXP9b","ontime"
"21","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","late",7,0,0,1.09107723012752,"late","EXP9b","late"
"22","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","late",6,0,0,0.654646338076514,"late","EXP9b","late"
"23","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","early",3,1,0,-0.654646338076514,"early","EXP9b","early"
"24","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","late",4,1,0,-0.218215446025505,"late","EXP9b","late"
"25","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","late",6,1,0,0.654646338076514,"late","EXP9b","late"
"26","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","ontime",5,0,0,0.218215446025505,"ontime","EXP9b","ontime"
"27","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","early",8,0,0,1.52750812217853,"early","EXP9b","early"
"28","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","early",4,1,0,-0.218215446025505,"early","EXP9b","early"
"29","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","ontime",1,1,0,-1.52750812217853,"ontime","EXP9b","ontime"
"30","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","late",5,0,0,0.218215446025505,"late","EXP9b","late"
"31","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","early",2,1,0,-1.09107723012752,"early","EXP9b","early"
"32","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","early",5,0,0,0.218215446025505,"early","EXP9b","early"
"33","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","early",6,1,0,0.654646338076514,"early","EXP9b","early"
"34","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","ontime",2,1,0,-1.09107723012752,"ontime","EXP9b","ontime"
"35","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","late",1,0,0,-1.52750812217853,"late","EXP9b","late"
"36","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","ontime",8,0,0,1.52750812217853,"ontime","EXP9b","ontime"
"37","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","late",4,1,0,-0.218215446025505,"late","EXP9b","late"
"38","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","early",3,0,0,-0.654646338076514,"early","EXP9b","early"
"39","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","early",7,0,0,1.09107723012752,"early","EXP9b","early"
"40","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","ontime",6,1,0,0.654646338076514,"ontime","EXP9b","ontime"
"41","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","late",2,1,0,-1.09107723012752,"late","EXP9b","late"
"42","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","ontime",3,1,0,-0.654646338076514,"ontime","EXP9b","ontime"
"43","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","late",7,0,0,1.09107723012752,"late","EXP9b","late"
"44","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","ontime",7,0,0,1.09107723012752,"ontime","EXP9b","ontime"
"45","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","late",3,1,0,-0.654646338076514,"late","EXP9b","late"
"46","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","early",1,1,0,-1.52750812217853,"early","EXP9b","early"
"47","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","ontime",4,0,0,-0.218215446025505,"ontime","EXP9b","ontime"
"48","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","late",8,0,0,1.52750812217853,"late","EXP9b","late"
"49","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","late",2,1,0,-1.09107723012752,"late","EXP9b","late"
"50","2d2b41d2615bf622cbfc5888bb10c59e720e0c77c3cd519fda7b9c8fc105f986","2d2b4","EXP9b","ontime",5,0,0,0.218215446025505,"ontime","EXP9b","ontime"
